sourceSlug,title,category,route,risks,duplicates
"gitYeS","八爪鱼可以采集新闻吗？如今日头条、环球网、36氪","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/gitYeS","external-link",""
"kv3eFZ","如何采集网站上的小说？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/kv3eFZ","external-link",""
"kkPI42","可以采集QQ群成员吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/kkPI42","contact",""
"hyrJFI","可以采集简历吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/hyrJFI","external-link",""
"uwr00I","大众点评的数据能不能采集，怎么采集大众点评的数据？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/uwr00I","contact",""
"fdL3pK","八爪鱼可以采集贷款数据吗？如何采集？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/fdL3pK","",""
"Xyu4Oz","如何采集电影数据？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/Xyu4Oz","",""
"kRzWUb","如何使用八爪鱼抓取网址？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/kRzWUb","external-link",""
"zpRTWD","汽车行业的数据怎么采集？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/zpRTWD","external-link",""
"3DVafg","加密的数据可以采集吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/3DVafg","",""
"uRYtIf","页面结构不规整的网站可以采集吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/uRYtIf","contact",""
"ek5O7O","淘宝的sku能采集吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/ek5O7O","",""
"RJ0SB5","海外网站可以采集吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/RJ0SB5","",""
"SHagrr","请问云采集无法访问外网怎么解决？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/SHagrr","contact",""
"SL7X2T","为什么会有大量重复数据？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/SL7X2T","external-link",""
"L3gdIN","为什么在浏览器里打开正常，在采集器内打开是空白的？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/L3gdIN","contact",""
"Ce66Ui","本地采集卡死怎么办、","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/Ce66Ui","contact",""
"CptqWP","有验证码的网站可以采集吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/CptqWP","",""
"JQ20oO","为什么只采集1条数据就结束了？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/JQ20oO","",""
"epj8vl","什么是翻页死循环？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/epj8vl","external-link","joFUIv"
"0E0aWv","采集过程中卡死怎么办？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/0E0aWv","contact",""
"eX7eVg","采集淘宝天猫经常出现验证怎么办？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/eX7eVg","",""
"DF6Uxs","网页无法打开怎么办？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/DF6Uxs","",""
"m4P8nV","任务配置好了，怎么导出数据？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/m4P8nV","",""
"40q4cH","怎么设置只采集前几页的数据？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/40q4cH","",""
"qVIHKY","可以从上次停止的地方开始采集吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/qVIHKY","",""
"WbsARO","付费会员后可以解决淘宝天猫的反爬吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/WbsARO","",""
"vpxJdm","云采集漏数据原因？如何排查？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/vpxJdm","external-link",""
"wei-bo-ping-lun-pa-qu-shu-ju-hou-wei-shen-me-na-me-duo-chong-fu-de-shu-ju-chu-xian","微博评论爬取数据后，为什么那么多重复的数据出现？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/wei-bo-ping-lun-pa-qu-shu-ju-hou-wei-shen-me-na-me-duo-chong-fu-de-shu-ju-chu-xian","",""
"wei-bo-bo-zhu-bo-wen-pa-qu-shu-ju-hou-wei-shen-me-na-me-duo-chong-fu-de-shu-ju-chu-xian","微博博主博文爬取数据后，为什么那么多重复的数据出现？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/wei-bo-bo-zhu-bo-wen-pa-qu-shu-ju-hou-wei-shen-me-na-me-duo-chong-fu-de-shu-ju-chu-xian","",""
"tao-bao-tian-mao-yan-zheng-wu-fa-tong-guo-zen-me-ban","淘宝天猫验证无法通过怎么办？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/tao-bao-tian-mao-yan-zheng-wu-fa-tong-guo-zen-me-ban","",""
"yong-zan-men-de-gong-ju-hui-bei-feng-IP-ma","用咱们的工具会被封IP吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/yong-zan-men-de-gong-ju-hui-bei-feng-IP-ma","",""
"ke-yi-tong-guo-jie-kou-xiu-gai-deng-lu-cookie-ma","可以通过接口修改登录cookie吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/ke-yi-tong-guo-jie-kou-xiu-gai-deng-lu-cookie-ma","",""
"wo-cai-ji-chu-lai-de-shu-ju-xiang-yao-yi-ge-zi-dong-zeng-jia-de-xu-hao-zi-duan-jiu-shi-cai-ji-guo-cheng-zhong-cai-ji-di-yi-tiao-wei-1-di-er-tiao-wei-2","我采集出来的数据，想要一个自动增加的序号字段，就是采集过程中，采集第一条为1，第二条为2","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/wo-cai-ji-chu-lai-de-shu-ju-xiang-yao-yi-ge-zi-dong-zeng-jia-de-xu-hao-zi-duan-jiu-shi-cai-ji-guo-cheng-zhong-cai-ji-di-yi-tiao-wei-1-di-er-tiao-wei-2","",""
"ba-zhua-yu-RPA-shi-shen-me","八爪鱼RPA是什么","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/ba-zhua-yu-RPA-shi-shen-me","version|external-link",""
"ke-yi-jie-ru-deepseek-ma-zhi-chi-deepseek-ma","可以接入deepseek吗?支持deepseek吗?","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/ke-yi-jie-ru-deepseek-ma-zhi-chi-deepseek-ma","external-link",""
"7S9ong","八爪鱼咨询电话是多少？","业务类问题 / 公司相关","/zh/knowledge-base/faq/business/company/7S9ong","contact",""
"oQAi2O","官网地址","业务类问题 / 公司相关","/zh/knowledge-base/faq/business/company/oQAi2O","",""
"XYom9Y","公司地址","业务类问题 / 公司相关","/zh/knowledge-base/faq/business/company/XYom9Y","",""
"Xp3DWQ","公司的主要业务模式","业务类问题 / 公司相关","/zh/knowledge-base/faq/business/company/Xp3DWQ","",""
"c3Azud","公司主要是做什么的","业务类问题 / 公司相关","/zh/knowledge-base/faq/business/company/c3Azud","",""
"6tsSJv","你们公司的名称是什么","业务类问题 / 公司相关","/zh/knowledge-base/faq/business/company/6tsSJv","",""
"YJkH04","你们能做广告推广吗？","业务类问题 / 公司相关","/zh/knowledge-base/faq/business/company/YJkH04","contact|external-link",""
"tYmRn1","八爪鱼咨询QQ群号多少？","业务类问题 / 公司相关","/zh/knowledge-base/faq/business/company/tYmRn1","contact",""
"90wFl8","公司有哪些产品？","业务类问题 / 公司相关","/zh/knowledge-base/faq/business/company/90wFl8","external-link",""
"VallBr","可以抓取淘宝订单吗？","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/VallBr","external-link",""
"nYH8Rf","怎么抓推特的博主博文数据呢？","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/nYH8Rf","external-link",""
"EcUieN","淘宝评论可以提取吗？","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/EcUieN","",""
"KQeUld","八爪鱼有海外版吗","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/KQeUld","contact|external-link",""
"YIfjtg","为什么有的网页点击之后没有选中子元素这一项呢?","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/YIfjtg","",""
"K3WqOP","如何采集微博数据？","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/K3WqOP","external-link",""
"e5qhRB","假如我想采集淘宝和拼多多同样的商品应该怎么采集？","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/e5qhRB","",""
"9M5VQy","你好，我想从百度上爬几十家公司的新闻，八爪鱼哪个产品有这种功能？","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/9M5VQy","",""
"OkT5OO","能不能采集知乎文章？","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/OkT5OO","external-link",""
"q6KtyO","百度地图的数据能不能采集，地图上的商家数据怎么采集？","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/q6KtyO","external-link",""
"yKZcQY","淘宝采集","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/yKZcQY","external-link",""
"jZiiTp","金融行业数据采集","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/jZiiTp","external-link",""
"R2NAlL","八爪鱼能采集网页上的视频吗？","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/R2NAlL","version|external-link",""
"vnN4uE","自定义采集模式如何使用？","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/vnN4uE","external-link",""
"zyrVdi","Ebay商品图片如何采集？","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/zyrVdi","external-link",""
"DXUxoW","京东商品数据怎么采集？","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/DXUxoW","",""
"ZmWLfY","如何采集网页上的链接？","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/ZmWLfY","external-link",""
"lUiZYs","京东商品评论怎么采集？","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/lUiZYs","",""
"eHwGad","京东评论只想采集差评怎么操作？","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/eHwGad","",""
"ylgMjq","可以抓弹幕吗？","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/ylgMjq","external-link",""
"gUSyw2","如何采集39健康网的数据？","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/gUSyw2","external-link",""
"9pRtYr","装修数据怎么采集？","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/9pRtYr","external-link",""
"u7v8S9","招聘网站的信息如何采集？","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/u7v8S9","external-link",""
"niA3Z6","如何采集赶集网数据？","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/niA3Z6","external-link",""
"XAecXi","可以采集携程网？","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/XAecXi","external-link",""
"qJrbvT","如何采集今日头条数据？","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/qJrbvT","external-link",""
"axROSV","如何采集列表上的信息，同时又采集列表里面的详情？","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/axROSV","",""
"pfPHL4","百度贴吧怎么采集？","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/pfPHL4","external-link",""
"1XxjVr","不会配置任务怎么办？","业务类问题 / 网站相关","/zh/knowledge-base/faq/business/website/1XxjVr","external-link",""
"9v9AnV","如何购买云节点","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/9v9AnV","",""
"GTzFJc","数据定制服务","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/GTzFJc","price|contact|external-link",""
"Jt7UEV","这款软件怎么收费的？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/Jt7UEV","price|contact|version|external-link",""
"CsY0bs","购买有优惠券吗？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/CsY0bs","price|contact",""
"jDdBxo","团队版涨价了吗","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/jDdBxo","price",""
"ALEZT9","八爪鱼软件怎么购买？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/ALEZT9","price|policy|version|external-link",""
"0x9dgF","我以前是旗舰+版，对应的新版本套餐我用哪个版本呢?","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/0x9dgF","price|policy|version",""
"YQwMDR","我以前是旗舰版，对应的新版本套餐我用哪个版本呢?","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/YQwMDR","price|policy|version",""
"8H5pf1","我现在是旗舰版，新套餐方案对我有什么影响呢，会自动转成新套餐吗？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/8H5pf1","price|contact|policy|version",""
"XMp0H0","免费版、个人版、团队版、企业版有什么区别","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/XMp0H0","price|policy|version|external-link",""
"nJDRVM","私有化部署的价格是多少？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/nJDRVM","price|contact|external-link",""
"fxbpjL","可以定制采集的规则吗？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/fxbpjL","price|contact|external-link",""
"fuqctj","支持linux部署么","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/fuqctj","version|external-link",""
"WuNtuf","购买后，如何开发票？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/WuNtuf","contact|policy|external-link",""
"eGdovC","团队版的账号，可以其他人同时登录吗","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/eGdovC","policy",""
"Dr5kPg","发票的开票内容是什么？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/Dr5kPg","policy",""
"2VmDAY","商务合作","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/2VmDAY","contact",""
"2TyWqv","八爪鱼售前咨询电话","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/2TyWqv","contact",""
"GqK60Z","如何购买叠加包","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/GqK60Z","price|external-link",""
"0dJ53e","我们账号到期了","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/0dJ53e","price|contact|policy",""
"l9oeXF","麻烦帮忙催一下，尽早开发票？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/l9oeXF","contact|policy",""
"VEsdwT","教育公益版怎样申请？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/VEsdwT","price|policy|version|external-link",""
"Q2EQcr","要填哪些发票信息","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/Q2EQcr","contact|policy",""
"KVVLvR","需要低版本的八爪鱼软件","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/KVVLvR","version",""
"GaaCkb","什么是本地加速模式？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/GaaCkb","external-link",""
"XIiBVq","个人版能做什么","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/XIiBVq","policy",""
"MIZJfT","我们单位要报销","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/MIZJfT","contact|policy|external-link",""
"PbBytL","任务数是什么？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/PbBytL","policy|version",""
"6EY6kr","境外舆情监控服务如何购买？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/6EY6kr","contact|external-link",""
"kzdEt6","购买八爪鱼软件可以提供合同吗？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/kzdEt6","contact|policy|version",""
"QWUNRF","八爪鱼的价格","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/QWUNRF","price|contact|version",""
"fkTH05","个人版可以开票么？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/fkTH05","contact|policy|external-link",""
"IfZT8S","IP如何购买?","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/IfZT8S","price|version",""
"EmQ4Ei","软件咨询","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/EmQ4Ei","contact|version",""
"qegxeQ","国外的网站可以用云采集吗？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/qegxeQ","price|contact",""
"zGoWGO","这个能开纸质的增值税专用发票吗？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/zGoWGO","contact|policy",""
"H4ZfFZ","八爪鱼在外地有分公司吗？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/H4ZfFZ","contact",""
"DxKjl8","购买后账号马上就可以使用吗？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/DxKjl8","price|policy|version|external-link",""
"KD8IvQ","验证码自动识别怎么收费？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/KD8IvQ","price|version",""
"vAWrVQ","升级到个人版有什么优惠？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/vAWrVQ","price",""
"vYSBtT","个人版比专业版的优势在哪？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/vYSBtT","",""
"MZGpSI","免费版是永久的吗？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/MZGpSI","price",""
"JEGMSz","个人版比专业版贵了","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/JEGMSz","",""
"cJydBl","我现在是旗舰+版，新套餐方案对我有什么影响呢，会自动转成新套餐吗？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/cJydBl","price|contact|policy|version",""
"ePMi7t","新版本内测","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/ePMi7t","contact|version",""
"M0Qm7C","八爪鱼线下培训课程可以学到什么？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/M0Qm7C","",""
"0BFkOT","八爪鱼可以内网部署吗？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/0BFkOT","price|contact|version",""
"kUsWiF","团队版本在哪里购买？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/kUsWiF","price|policy|version|external-link",""
"CTEMtY","规则定制怎么收费？","业务类问题 / 购买相关","/zh/knowledge-base/faq/business/purchase/CTEMtY","price|contact|external-link",""
"2FtG4R","是否支持私有化部署？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/2FtG4R","price|contact",""
"PTauGt","八爪鱼有哪些版本？版本有什么区别？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/PTauGt","price|contact|policy|version",""
"cLbawR","购买后如何开发票，发票内容是什么？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/cLbawR","contact|policy|external-link",""
"rOKsKL","购买后可以提供合同吗？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/rOKsKL","contact|policy|version",""
"YADQdK","八爪鱼如何退款？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/YADQdK","contact|policy",""
"h7gYlN","八爪鱼售前咨询电话是多少？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/h7gYlN","contact",""
"vzK8Mr","购买后账号可以马上升级吗？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/vzK8Mr","contact|policy|version|external-link",""
"Xd5hKt","团队版/企业版可以试用吗？试用规则是怎么样的？如何申请试用？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/Xd5hKt","price|contact|policy|external-link",""
"GbyRu9","是否提供规则定制 / 数据定制服务？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/GbyRu9","contact|external-link",""
"lLhLWF","八爪鱼验证码套餐是什么，怎么收费？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/lLhLWF","price|version",""
"TW4vma","团队版的账号，可以其他人同时登录吗?","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/TW4vma","policy",""
"q0AUxi","个人版有试用吗？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/q0AUxi","contact|policy",""
"7W5I4j","八爪鱼有教育公益计划吗？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/7W5I4j","price|policy|version",""
"zWilx5","新企业版同时可登录限制是3，如果用户需要多人登录同时使用的，不想导出任务到子账号使用的，怎么处理？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/zWilx5","price|policy",""
"DKkUQw","旧版本转换新版本套餐，是否支持延长期限服务？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/DKkUQw","price|version|outdated","n3anh9"
"XYmo8u","1个账号能多人同时登录吗？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/XYmo8u","policy|external-link",""
"IjrPPH","忘记密码了怎么办？如何重置密码","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/IjrPPH","contact","AlX2ij"
"OcYQnB","账号被锁定了怎么办？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/OcYQnB","policy",""
"ed3gZi","个人版可以申请试用团队版吗","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/ed3gZi","contact|policy","f15l5Z"
"1vKUb8","注册收不到短信验证码？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/1vKUb8","contact|policy","Arkazg"
"A8EKEH","有没有客服的企业微信？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/A8EKEH","contact","8Dd2G3"
"l0vvz2","账号密码不正确？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/l0vvz2","policy","NJwZLQ"
"oCoqKD","账号忘记密码了，发送验证码的邮箱收不到验证码？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/oCoqKD","contact|policy",""
"DBNsyq","收不到注册账号激活码？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/DBNsyq","contact|policy","jjsENG"
"ewQyj5","公益教育注册总是提交不了？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/ewQyj5","contact",""
"6KH0wp","账号如何注销？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/6KH0wp","policy",""
"VxxNf5","八爪鱼账号在哪里注册？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/VxxNf5","policy","m0gOry"
"Rt7pQf","企业版试用","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/Rt7pQf","contact|policy",""
"zXQWvW","新版同时可登录限制是3，如果用户需要多人登录同时使用的，不想导出任务到子账号使用的，怎么处理？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/zXQWvW","price|policy",""
"n3anh9","旧版本转换新版本套餐，是否支持延长期限服务？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/n3anh9","price|version|outdated","DKkUQw"
"AlX2ij","忘记密码了怎么办？如何重置密码","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/AlX2ij","contact","IjrPPH"
"f15l5Z","个人版可以申请试用团队版吗","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/f15l5Z","contact|policy","ed3gZi"
"Arkazg","注册收不到短信验证码？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/Arkazg","contact|policy","1vKUb8"
"8Dd2G3","有没有客服的企业微信？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/8Dd2G3","contact","A8EKEH"
"NJwZLQ","账号密码不正确？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/NJwZLQ","policy","l0vvz2"
"x4Yvez","你好，账号忘记密码了，发送验证码的邮箱收不到验证码？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/x4Yvez","contact|policy",""
"jjsENG","收不到注册账号激活码？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/jjsENG","contact|policy","DBNsyq"
"m0gOry","八爪鱼账号在哪里注册？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/m0gOry","policy|external-link","VxxNf5"
"ukuMst","团队版试用","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/ukuMst","contact|policy",""
"z3uWeh","免费版可以一直使用吗？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/z3uWeh","",""
"2lJek4","免费版能采集哪些数据？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/2lJek4","contact",""
"ULUKk3","个人版可以用云采集吗？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/ULUKk3","",""
"lYI6mi","个人版能采集哪些数据？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/lYI6mi","contact",""
"oqpugi","团队版可以采集哪些数据？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/oqpugi","contact",""
"j2ChsA","企业版能采集哪些数据？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/j2ChsA","",""
"8ZOOcq","企业版可以提供哪些服务？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/8ZOOcq","",""
"1DgGj9","企业版的优势是什么？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/1DgGj9","",""
"3jcqH7","购买后发现不满足需求怎么办？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/3jcqH7","contact|version",""
"B6aAC2","申请试用后，怎么知道试用申请是否通过？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/B6aAC2","contact|policy",""
"0DtBhs","试用期间采集有什么限制吗？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/0DtBhs","policy|version",""
"ciuK5o","如何查看教育公益版认证成功了？","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/ciuK5o","policy|version",""
"zen-me-zha-kan-dai-li-ip-de-xiao-hao-ji-lu","怎么查看代理ip的消耗记录?","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/zen-me-zha-kan-dai-li-ip-de-xiao-hao-ji-lu","policy",""
"zen-me-zha-kan-yan-zheng-ma-de-xiao-hao-ji-lu","怎么查看验证码的消耗记录?","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/zen-me-zha-kan-yan-zheng-ma-de-xiao-hao-ji-lu","policy",""
"zen-me-zha-kan-mu-ban-yu-e-xiao-hao-ji-lu","怎么查看模板余额消耗记录?","业务类问题 / 账号相关","/zh/knowledge-base/faq/business/account/zen-me-zha-kan-mu-ban-yu-e-xiao-hao-ji-lu","policy",""
"i7gSoT","规则出错排查方法","排错方法","/zh/knowledge-base/faq/troubleshooting/i7gSoT","contact|version|external-link",""
"dzinjv","网页空白的排错方法","排错方法","/zh/knowledge-base/faq/troubleshooting/dzinjv","external-link",""
"c1tiHQ","云采集排错教程","排错方法","/zh/knowledge-base/faq/troubleshooting/c1tiHQ","external-link",""
"uGvGU2","怎么手动执行下规则","排错方法","/zh/knowledge-base/faq/troubleshooting/uGvGU2","external-link",""
